Tool Name,Category,Usage Count,Month,Region,Industry,User Type
ChatGPT,NLP,17777,03,Asia,Entertainment,Enterprise
ChatGPT,Generative AI,7382,12,Asia,Healthcare,Individual
Stable Diffusion,Generative AI,24548,12,Asia,Education,SMB
BERT,Generative AI,23857,08,South America,Finance,SMB
Stable Diffusion,Generative AI,14796,12,Africa,Healthcare,Individual
Stable Diffusion,Generative AI,23003,01,Asia,Entertainment,Enterprise
BERT,NLP,7143,12,Asia,Education,SMB
ChatGPT,Text-to-Image,24216,05,Africa,Finance,SMB
Stable Diffusion,NLP,29717,03,Asia,Education,Enterprise
Stable Diffusion,Generative AI,6985,09,Africa,Technology,Enterprise
ChatGPT,NLP,13664,01,North America,Entertainment,SMB
BERT,Text-to-Image,8329,12,Europe,Entertainment,Individual
ChatGPT,Text-to-Image,19926,10,North America,Healthcare,Enterprise
DALL-E,Generative AI,27295,08,South America,Finance,Enterprise
DALL-E,Text-to-Image,24495,09,South America,Entertainment,Enterprise
BERT,NLP,11284,11,Africa,Finance,SMB
BERT,Generative AI,9807,09,Asia,Finance,SMB
Stable Diffusion,Generative AI,30017,02,South America,Healthcare,Enterprise
ChatGPT,Generative AI,30042,02,Asia,Technology,Enterprise
BERT,NLP,12220,06,South America,Healthcare,SMB
DALL-E,Generative AI,16202,11,South America,Entertainment,Individual
ChatGPT,Generative AI,30402,06,Asia,Education,Enterprise
BERT,Generative AI,6668,08,Europe,Entertainment,Enterprise
ChatGPT,Text-to-Image,11512,01,North America,Finance,Enterprise
ChatGPT,Text-to-Image,6995,10,North America,Technology,SMB
ChatGPT,Text-to-Image,29382,04,South America,Healthcare,Individual
ChatGPT,Generative AI,24531,06,Africa,Technology,Enterprise
BERT,Text-to-Image,34751,03,North America,Education,Enterprise
ChatGPT,Generative AI,34797,03,South America,Finance,SMB
BERT,Text-to-Image,20800,04,Asia,Education,Individual
Stable Diffusion,Text-to-Image,12843,11,Europe,Finance,Enterprise
DALL-E,Text-to-Image,5774,08,North America,Finance,Enterprise
Stable Diffusion,Generative AI,5764,11,North America,Technology,Individual
Stable Diffusion,Text-to-Image,15842,06,North America,Education,SMB
ChatGPT,Text-to-Image,29967,12,Asia,Healthcare,Individual
Stable Diffusion,Text-to-Image,18902,07,Asia,Finance,Enterprise
Stable Diffusion,Generative AI,25545,12,Africa,Technology,Individual
BERT,NLP,9679,06,Europe,Entertainment,Individual
DALL-E,NLP,10283,07,Asia,Healthcare,Enterprise
DALL-E,Text-to-Image,21101,08,Africa,Healthcare,Individual
ChatGPT,Text-to-Image,30271,04,Europe,Healthcare,Individual
BERT,Text-to-Image,15025,06,Africa,Healthcare,Individual
DALL-E,Generative AI,29373,08,Asia,Healthcare,SMB
Stable Diffusion,Generative AI,24060,11,North America,Education,Individual
DALL-E,NLP,19861,12,North America,Technology,Enterprise
DALL-E,Text-to-Image,25061,04,North America,Healthcare,Enterprise
ChatGPT,NLP,24463,11,Africa,Healthcare,SMB
DALL-E,Text-to-Image,33837,07,Africa,Technology,Enterprise
DALL-E,Text-to-Image,16221,10,Europe,Entertainment,SMB
DALL-E,NLP,17133,07,Asia,Technology,SMB
DALL-E,Generative AI,9449,03,North America,Technology,Enterprise
Stable Diffusion,NLP,17620,07,Asia,Technology,SMB
DALL-E,NLP,23792,11,Africa,Healthcare,Individual
DALL-E,Generative AI,26244,09,Europe,Finance,Enterprise
BERT,Generative AI,21392,03,Asia,Technology,Enterprise
DALL-E,Generative AI,11565,04,Europe,Finance,SMB
ChatGPT,Text-to-Image,7336,12,North America,Technology,Individual
ChatGPT,Text-to-Image,26386,03,South America,Education,Enterprise
BERT,Generative AI,30603,07,South America,Healthcare,Individual
ChatGPT,NLP,16596,02,North America,Technology,Individual
DALL-E,Text-to-Image,22807,08,South America,Technology,Enterprise
Stable Diffusion,Text-to-Image,17233,12,Asia,Finance,Individual
BERT,NLP,27665,07,South America,Healthcare,SMB
DALL-E,Generative AI,26931,02,Europe,Finance,Enterprise
Stable Diffusion,Text-to-Image,19926,07,North America,Technology,SMB
DALL-E,Generative AI,22827,04,South America,Technology,Individual
ChatGPT,NLP,22066,05,Africa,Entertainment,Individual
BERT,Generative AI,8511,11,South America,Finance,SMB
DALL-E,NLP,24336,10,North America,Entertainment,Individual
Stable Diffusion,Generative AI,9136,06,South America,Technology,SMB
ChatGPT,Text-to-Image,27284,02,Africa,Entertainment,Individual
ChatGPT,Text-to-Image,22040,09,South America,Education,Enterprise
ChatGPT,Generative AI,23489,07,South America,Entertainment,SMB
DALL-E,NLP,34689,05,Asia,Finance,Enterprise
ChatGPT,Text-to-Image,26941,12,North America,Entertainment,SMB
BERT,NLP,27202,06,South America,Entertainment,SMB
BERT,Text-to-Image,13047,04,Asia,Entertainment,Individual
Stable Diffusion,NLP,31906,02,Asia,Technology,Individual
BERT,Text-to-Image,26658,04,Europe,Healthcare,SMB
ChatGPT,Generative AI,10811,01,Europe,Finance,Individual
ChatGPT,Generative AI,8403,02,South America,Education,Individual
DALL-E,Text-to-Image,21505,09,North America,Education,SMB
DALL-E,Text-to-Image,30158,06,South America,Finance,SMB
DALL-E,Generative AI,8999,03,South America,Entertainment,Individual
BERT,Generative AI,7719,06,South America,Entertainment,Enterprise
BERT,Text-to-Image,19127,08,Asia,Education,Individual
BERT,Generative AI,32797,02,South America,Entertainment,SMB
DALL-E,Text-to-Image,23701,07,Asia,Healthcare,Individual
ChatGPT,Generative AI,18889,01,Europe,Healthcare,Individual
BERT,Text-to-Image,19647,01,North America,Entertainment,SMB
ChatGPT,NLP,20882,02,Europe,Technology,Enterprise
BERT,Generative AI,27959,09,South America,Healthcare,SMB
BERT,NLP,23235,06,Asia,Finance,Individual
ChatGPT,Text-to-Image,7782,09,South America,Finance,Enterprise
DALL-E,NLP,34910,12,North America,Healthcare,Enterprise
Stable Diffusion,Generative AI,17628,02,Europe,Technology,Individual
BERT,Text-to-Image,9888,08,Africa,Education,SMB
BERT,Text-to-Image,27060,03,Africa,Entertainment,SMB
Stable Diffusion,Text-to-Image,16743,05,Europe,Healthcare,Individual
BERT,Text-to-Image,19080,11,North America,Healthcare,SMB
ChatGPT,Generative AI,28094,09,Asia,Healthcare,Enterprise
DALL-E,Text-to-Image,21775,01,Europe,Entertainment,SMB
ChatGPT,NLP,21492,06,Africa,Technology,Enterprise
BERT,Generative AI,33401,12,Asia,Finance,SMB
Stable Diffusion,NLP,11212,01,Europe,Education,Individual
ChatGPT,Text-to-Image,26840,06,South America,Healthcare,Enterprise
ChatGPT,Generative AI,22105,07,Asia,Entertainment,Individual
BERT,NLP,27663,10,South America,Entertainment,SMB
BERT,Text-to-Image,14907,03,North America,Finance,Individual
DALL-E,Generative AI,31276,12,North America,Finance,Enterprise
DALL-E,Generative AI,12451,11,Africa,Education,Enterprise
Stable Diffusion,Generative AI,18123,12,Asia,Finance,SMB
Stable Diffusion,Text-to-Image,23998,08,Asia,Technology,Enterprise
BERT,Generative AI,9717,09,South America,Entertainment,Individual
ChatGPT,Text-to-Image,16497,10,North America,Healthcare,Enterprise
BERT,Text-to-Image,11862,03,Africa,Healthcare,SMB
BERT,NLP,33622,06,Asia,Education,SMB
Stable Diffusion,Generative AI,15858,10,North America,Technology,SMB
BERT,Text-to-Image,34161,09,Europe,Healthcare,SMB
DALL-E,Text-to-Image,31883,11,Europe,Entertainment,Individual
Stable Diffusion,Generative AI,23502,07,Asia,Education,Individual
BERT,Generative AI,30057,01,Asia,Technology,SMB
ChatGPT,Generative AI,33140,07,Europe,Technology,Enterprise
BERT,Generative AI,9870,04,North America,Education,Individual
ChatGPT,Generative AI,11172,12,South America,Entertainment,SMB
DALL-E,Generative AI,23429,09,South America,Education,Enterprise
Stable Diffusion,NLP,25989,04,Asia,Technology,Individual
Stable Diffusion,NLP,10717,06,North America,Entertainment,SMB
BERT,Text-to-Image,24399,08,Africa,Technology,SMB
BERT,NLP,20055,07,South America,Education,SMB
ChatGPT,Text-to-Image,16095,02,Africa,Finance,Individual
DALL-E,Generative AI,11843,09,Africa,Technology,Individual
BERT,Generative AI,30293,07,South America,Education,Enterprise
Stable Diffusion,Generative AI,22135,12,North America,Finance,Individual
Stable Diffusion,NLP,23557,12,Africa,Education,Enterprise
Stable Diffusion,Text-to-Image,21902,04,Europe,Finance,SMB
BERT,Text-to-Image,20734,06,Africa,Technology,Enterprise
Stable Diffusion,Text-to-Image,6630,09,Europe,Technology,SMB
ChatGPT,NLP,12886,11,Africa,Entertainment,Individual
BERT,Text-to-Image,14192,05,Africa,Education,Enterprise
Stable Diffusion,Generative AI,7935,11,Europe,Finance,Enterprise
BERT,Text-to-Image,27871,02,North America,Finance,Individual
DALL-E,NLP,24013,08,North America,Technology,Enterprise
ChatGPT,Generative AI,10972,01,South America,Technology,SMB
DALL-E,NLP,12999,04,Asia,Finance,SMB
DALL-E,NLP,10621,12,North America,Healthcare,Individual
DALL-E,Generative AI,9799,06,North America,Finance,Enterprise
BERT,Text-to-Image,7363,12,North America,Education,Enterprise
ChatGPT,Text-to-Image,6264,06,Africa,Entertainment,Enterprise
Stable Diffusion,Generative AI,5271,03,Africa,Finance,SMB
BERT,Generative AI,32188,08,Europe,Entertainment,Enterprise
DALL-E,NLP,5458,06,Asia,Entertainment,Enterprise
DALL-E,NLP,7483,06,North America,Technology,SMB
DALL-E,Generative AI,30032,02,Asia,Entertainment,SMB
ChatGPT,NLP,34191,12,North America,Healthcare,Enterprise
DALL-E,Text-to-Image,30167,04,Africa,Entertainment,SMB
BERT,Generative AI,10422,03,Europe,Finance,SMB
BERT,Text-to-Image,9124,01,Asia,Finance,SMB
Stable Diffusion,NLP,18791,08,Africa,Entertainment,SMB
BERT,NLP,10393,10,North America,Finance,Enterprise
BERT,Text-to-Image,9421,11,North America,Entertainment,Individual
DALL-E,NLP,22107,09,North America,Entertainment,Enterprise
Stable Diffusion,Generative AI,31682,12,South America,Healthcare,Enterprise
ChatGPT,Text-to-Image,20073,05,South America,Entertainment,Individual
Stable Diffusion,NLP,24360,10,Africa,Technology,Enterprise
ChatGPT,Text-to-Image,21371,02,South America,Finance,SMB
DALL-E,Text-to-Image,18663,07,Asia,Education,Individual
ChatGPT,NLP,32368,09,South America,Technology,Enterprise
Stable Diffusion,Text-to-Image,10791,10,North America,Technology,SMB
DALL-E,Generative AI,15070,05,North America,Healthcare,SMB
Stable Diffusion,Text-to-Image,32209,05,Africa,Technology,Enterprise
ChatGPT,Generative AI,16936,01,Asia,Technology,Individual
Stable Diffusion,Generative AI,17974,12,Europe,Education,Individual
BERT,Generative AI,29694,07,South America,Education,Individual
Stable Diffusion,Text-to-Image,10663,03,Europe,Education,Individual
DALL-E,Text-to-Image,31180,01,North America,Finance,SMB
BERT,NLP,14269,01,Europe,Education,Enterprise
Stable Diffusion,Generative AI,33968,04,South America,Healthcare,Enterprise
BERT,Text-to-Image,22213,10,Europe,Finance,Enterprise
BERT,Generative AI,24768,10,South America,Technology,Individual
DALL-E,Text-to-Image,10606,11,Europe,Finance,SMB
ChatGPT,Text-to-Image,29674,08,South America,Entertainment,Enterprise
DALL-E,NLP,32401,06,Asia,Technology,Individual
BERT,Generative AI,12630,12,Europe,Finance,SMB
Stable Diffusion,NLP,11492,05,Africa,Healthcare,Individual
ChatGPT,NLP,16928,04,Europe,Education,Individual
ChatGPT,Text-to-Image,9846,10,South America,Finance,SMB
Stable Diffusion,Text-to-Image,23644,12,Asia,Education,SMB
DALL-E,Text-to-Image,9670,04,North America,Healthcare,Individual
BERT,Generative AI,6287,05,Africa,Entertainment,SMB
ChatGPT,NLP,28675,08,Europe,Technology,Enterprise
Stable Diffusion,Text-to-Image,33536,06,Asia,Education,SMB
Stable Diffusion,Text-to-Image,9164,02,South America,Education,Enterprise
Stable Diffusion,Generative AI,8429,12,Asia,Education,SMB
ChatGPT,NLP,18105,04,Europe,Entertainment,Enterprise
DALL-E,Generative AI,6681,11,Europe,Healthcare,Enterprise
BERT,Text-to-Image,16231,02,Asia,Finance,Individual
Stable Diffusion,NLP,11070,08,Asia,Technology,Enterprise
Stable Diffusion,Text-to-Image,34570,12,Europe,Entertainment,SMB
Stable Diffusion,Generative AI,16431,06,North America,Entertainment,SMB
DALL-E,Generative AI,34270,05,Asia,Finance,Enterprise
BERT,NLP,6590,11,North America,Education,Enterprise
BERT,Generative AI,10334,12,Africa,Healthcare,Enterprise
DALL-E,Generative AI,14891,05,Europe,Education,Enterprise
DALL-E,NLP,24478,03,North America,Education,SMB
Stable Diffusion,NLP,9905,12,North America,Entertainment,Individual
DALL-E,Generative AI,19781,04,Asia,Finance,Enterprise
ChatGPT,Generative AI,27034,04,Europe,Entertainment,SMB
Stable Diffusion,NLP,28751,01,Asia,Healthcare,SMB
BERT,NLP,8756,09,Asia,Finance,Individual
ChatGPT,NLP,7349,12,Africa,Technology,SMB
Stable Diffusion,Text-to-Image,9312,06,Asia,Education,SMB
ChatGPT,Text-to-Image,24553,01,Asia,Education,SMB
DALL-E,NLP,7709,04,South America,Entertainment,SMB
Stable Diffusion,NLP,20960,09,Europe,Education,Individual
Stable Diffusion,Text-to-Image,18393,05,Africa,Entertainment,SMB
ChatGPT,NLP,29916,06,North America,Entertainment,Individual
DALL-E,Text-to-Image,19228,09,South America,Entertainment,Enterprise
BERT,Generative AI,23647,11,South America,Technology,Enterprise
DALL-E,Generative AI,19844,08,North America,Entertainment,Individual
BERT,Text-to-Image,33701,02,Africa,Entertainment,Individual
BERT,NLP,19532,11,Asia,Finance,Enterprise
ChatGPT,Generative AI,24235,09,Africa,Entertainment,Enterprise
ChatGPT,Text-to-Image,7994,08,Europe,Entertainment,Individual
ChatGPT,NLP,31317,03,Africa,Entertainment,Individual
DALL-E,NLP,26219,11,South America,Education,Individual
BERT,Generative AI,26188,03,Europe,Finance,SMB
ChatGPT,Text-to-Image,13168,07,Asia,Finance,SMB
BERT,Generative AI,15458,05,North America,Education,SMB
DALL-E,Generative AI,7059,11,Asia,Healthcare,SMB
DALL-E,Text-to-Image,15486,06,Africa,Education,Individual
Stable Diffusion,Text-to-Image,22262,12,Africa,Education,Individual
DALL-E,Generative AI,5508,05,Africa,Entertainment,SMB
Stable Diffusion,NLP,10792,03,North America,Education,SMB
DALL-E,Text-to-Image,34890,06,South America,Technology,SMB
DALL-E,Generative AI,11248,01,Africa,Entertainment,SMB
Stable Diffusion,NLP,34358,07,Asia,Finance,Enterprise
DALL-E,NLP,17933,06,South America,Finance,Enterprise
DALL-E,NLP,13205,06,Asia,Education,SMB
BERT,Generative AI,12777,05,Europe,Education,SMB
ChatGPT,Text-to-Image,19807,07,Europe,Healthcare,SMB
BERT,Generative AI,13881,01,Africa,Entertainment,Enterprise
ChatGPT,NLP,10687,01,Asia,Technology,Enterprise
Stable Diffusion,Text-to-Image,26922,11,North America,Healthcare,Enterprise
BERT,Text-to-Image,31435,01,Africa,Entertainment,SMB
Stable Diffusion,Text-to-Image,31768,10,Europe,Finance,Enterprise
BERT,Text-to-Image,22651,12,North America,Finance,Individual
DALL-E,NLP,34197,11,North America,Healthcare,Individual
BERT,Text-to-Image,20414,03,North America,Entertainment,Individual
BERT,Text-to-Image,34674,03,Asia,Entertainment,Enterprise
ChatGPT,Generative AI,18619,12,North America,Education,Enterprise
ChatGPT,NLP,10659,08,Africa,Technology,SMB
ChatGPT,Generative AI,32327,11,Europe,Technology,Enterprise
DALL-E,Text-to-Image,25606,01,Europe,Finance,Individual
DALL-E,Text-to-Image,12003,04,Africa,Healthcare,Enterprise
BERT,NLP,10542,04,Asia,Technology,Individual
DALL-E,NLP,5944,04,North America,Finance,SMB
DALL-E,NLP,31387,11,Africa,Entertainment,Individual
Stable Diffusion,Text-to-Image,7633,01,Africa,Entertainment,SMB
DALL-E,Text-to-Image,32157,02,Europe,Finance,Individual
BERT,Text-to-Image,34047,03,Africa,Education,Individual
BERT,NLP,11731,10,North America,Finance,Individual
BERT,NLP,7041,12,Asia,Entertainment,Individual
BERT,NLP,32759,09,South America,Healthcare,Individual
DALL-E,Generative AI,9687,12,Europe,Entertainment,Enterprise
DALL-E,NLP,25495,03,Africa,Entertainment,Enterprise
BERT,NLP,10966,11,South America,Entertainment,Individual
DALL-E,Text-to-Image,5206,09,Africa,Finance,SMB
Stable Diffusion,Generative AI,33574,10,Asia,Healthcare,Enterprise
BERT,Text-to-Image,19807,04,Europe,Healthcare,Individual
Stable Diffusion,Generative AI,6471,03,South America,Education,Individual
DALL-E,NLP,7957,04,Africa,Education,Individual
BERT,Generative AI,15150,04,Europe,Finance,SMB
DALL-E,Generative AI,14329,03,Africa,Education,SMB
ChatGPT,NLP,5864,01,North America,Entertainment,Individual
Stable Diffusion,Text-to-Image,22988,05,South America,Education,Individual
DALL-E,Text-to-Image,22550,10,South America,Healthcare,Individual
BERT,Generative AI,13067,10,North America,Finance,SMB
ChatGPT,Text-to-Image,21756,05,South America,Education,Enterprise
BERT,NLP,34436,03,Asia,Technology,Individual
DALL-E,Text-to-Image,33701,03,Europe,Finance,Enterprise
Stable Diffusion,NLP,29691,12,South America,Education,Enterprise
BERT,NLP,33640,02,Europe,Finance,Individual
BERT,Text-to-Image,13299,07,Europe,Finance,Enterprise
ChatGPT,Text-to-Image,29013,07,Asia,Education,Individual
Stable Diffusion,Text-to-Image,7868,02,Africa,Finance,Enterprise
Stable Diffusion,Generative AI,14030,05,Africa,Technology,Enterprise
Stable Diffusion,Text-to-Image,8060,09,North America,Entertainment,Individual
DALL-E,NLP,17605,12,North America,Technology,Enterprise
DALL-E,Generative AI,18407,01,Africa,Education,SMB
ChatGPT,Text-to-Image,18413,04,South America,Healthcare,Enterprise
ChatGPT,NLP,5102,11,Europe,Education,Individual
ChatGPT,Generative AI,12671,07,North America,Entertainment,Enterprise
DALL-E,Text-to-Image,19004,11,North America,Technology,Enterprise
DALL-E,Text-to-Image,30565,08,Africa,Finance,SMB
ChatGPT,Text-to-Image,17841,02,Asia,Finance,Enterprise
Stable Diffusion,NLP,21364,07,North America,Finance,Individual
BERT,Generative AI,18767,11,Asia,Technology,Individual
DALL-E,Generative AI,30420,07,Europe,Technology,SMB
BERT,NLP,9452,12,North America,Healthcare,Individual
Stable Diffusion,NLP,11049,01,Africa,Healthcare,Individual
Stable Diffusion,Generative AI,20745,04,North America,Healthcare,Individual
DALL-E,NLP,31472,09,South America,Entertainment,Enterprise
Stable Diffusion,Text-to-Image,23877,09,Africa,Technology,SMB
ChatGPT,NLP,28654,10,Africa,Education,SMB
ChatGPT,Generative AI,6037,07,Africa,Technology,Enterprise
DALL-E,Generative AI,11755,04,Africa,Entertainment,Enterprise
BERT,Text-to-Image,5652,09,Asia,Education,Enterprise
Stable Diffusion,Generative AI,15466,03,Asia,Education,Enterprise
ChatGPT,Text-to-Image,33229,03,North America,Education,SMB
ChatGPT,Generative AI,12454,04,South America,Education,Enterprise
DALL-E,Generative AI,17273,07,Europe,Technology,SMB
ChatGPT,Text-to-Image,15048,09,South America,Entertainment,Individual
Stable Diffusion,Text-to-Image,21084,07,North America,Finance,Individual
DALL-E,Text-to-Image,13325,03,Asia,Technology,Enterprise
DALL-E,Generative AI,11288,03,Asia,Healthcare,Enterprise
Stable Diffusion,Generative AI,32477,09,Europe,Entertainment,Individual
ChatGPT,NLP,17640,11,Asia,Education,Individual
DALL-E,Text-to-Image,18012,08,Asia,Finance,Enterprise
DALL-E,Generative AI,22367,04,Africa,Education,Enterprise
Stable Diffusion,Text-to-Image,18569,12,Asia,Entertainment,Enterprise
DALL-E,Generative AI,33130,06,Europe,Education,SMB
Stable Diffusion,NLP,21036,05,North America,Education,SMB
BERT,Text-to-Image,11782,12,South America,Healthcare,Individual
ChatGPT,Text-to-Image,22369,01,Africa,Healthcare,Individual
BERT,Generative AI,9021,05,North America,Healthcare,SMB
BERT,NLP,23371,01,Africa,Entertainment,Enterprise
BERT,Text-to-Image,19076,12,South America,Entertainment,Individual
DALL-E,NLP,34651,01,Europe,Finance,Individual
Stable Diffusion,NLP,21275,11,North America,Entertainment,SMB
ChatGPT,Generative AI,6931,07,Africa,Finance,Individual
DALL-E,NLP,30782,07,North America,Entertainment,SMB
BERT,Text-to-Image,11246,05,North America,Technology,Enterprise
BERT,Generative AI,18400,03,North America,Technology,Individual
ChatGPT,Text-to-Image,18422,03,Africa,Education,Individual
BERT,Text-to-Image,29606,09,Asia,Finance,Individual
BERT,Text-to-Image,32307,03,Africa,Education,Individual
BERT,Text-to-Image,30326,09,Europe,Technology,Individual
BERT,Generative AI,17025,02,North America,Healthcare,Individual
Stable Diffusion,NLP,25119,06,Africa,Technology,Individual
DALL-E,Text-to-Image,26211,12,Europe,Education,SMB
BERT,Text-to-Image,32463,04,North America,Education,Enterprise
Stable Diffusion,Text-to-Image,14313,08,South America,Healthcare,Enterprise
ChatGPT,NLP,32528,12,North America,Education,Individual
Stable Diffusion,Text-to-Image,10335,12,North America,Entertainment,Enterprise
Stable Diffusion,NLP,10102,08,North America,Finance,SMB
BERT,Text-to-Image,5169,03,Africa,Technology,Enterprise
ChatGPT,Text-to-Image,15877,08,Europe,Technology,Enterprise
DALL-E,Text-to-Image,5710,10,North America,Technology,Individual
BERT,Generative AI,26132,06,South America,Entertainment,Individual
DALL-E,NLP,18565,04,North America,Technology,Individual
Stable Diffusion,NLP,29575,01,Africa,Technology,Individual
Stable Diffusion,Text-to-Image,21538,02,South America,Finance,Individual
Stable Diffusion,Text-to-Image,10023,08,Africa,Entertainment,Individual
Stable Diffusion,NLP,6425,03,Europe,Finance,SMB
DALL-E,NLP,10483,04,Africa,Entertainment,Individual
DALL-E,Text-to-Image,14183,12,South America,Education,SMB
ChatGPT,Text-to-Image,19026,08,Europe,Education,Enterprise
BERT,NLP,8822,01,Africa,Entertainment,Enterprise
ChatGPT,Text-to-Image,16141,01,North America,Finance,Individual
Stable Diffusion,Generative AI,10853,11,Europe,Technology,SMB
ChatGPT,Text-to-Image,11027,07,South America,Education,SMB
ChatGPT,Text-to-Image,33987,09,Asia,Entertainment,Enterprise
ChatGPT,Text-to-Image,6688,04,Europe,Healthcare,Individual
DALL-E,NLP,31608,01,Africa,Education,SMB
DALL-E,Text-to-Image,18799,04,Africa,Technology,SMB
ChatGPT,Generative AI,10975,02,Asia,Healthcare,SMB
ChatGPT,NLP,15584,02,Africa,Finance,SMB
BERT,Generative AI,13630,06,South America,Education,Individual
BERT,Text-to-Image,34473,11,South America,Healthcare,SMB
BERT,Text-to-Image,28881,09,Europe,Technology,SMB
BERT,NLP,30882,12,Asia,Education,Individual
ChatGPT,Generative AI,33704,11,North America,Technology,Enterprise
Stable Diffusion,NLP,32588,06,Asia,Healthcare,Enterprise
Stable Diffusion,Text-to-Image,12251,01,South America,Education,SMB
Stable Diffusion,Text-to-Image,22325,02,Asia,Education,SMB
BERT,Text-to-Image,33661,11,South America,Healthcare,SMB
Stable Diffusion,Text-to-Image,32052,02,North America,Education,SMB
BERT,NLP,21733,12,Asia,Education,Individual
DALL-E,NLP,10657,02,Africa,Technology,SMB
ChatGPT,Generative AI,21372,04,Asia,Finance,Enterprise
ChatGPT,Generative AI,18706,08,Africa,Education,Individual
DALL-E,Text-to-Image,20378,02,Africa,Education,Individual
Stable Diffusion,Text-to-Image,6905,05,North America,Technology,Enterprise
DALL-E,NLP,6526,11,South America,Finance,Individual
DALL-E,NLP,8215,01,Europe,Entertainment,Enterprise
DALL-E,NLP,5564,10,Europe,Technology,SMB
Stable Diffusion,Generative AI,28858,11,North America,Technology,Individual
DALL-E,Generative AI,14670,03,Asia,Education,Enterprise
ChatGPT,Text-to-Image,34641,01,North America,Entertainment,SMB
ChatGPT,NLP,25215,10,Africa,Education,SMB
BERT,NLP,24690,04,Africa,Technology,SMB
ChatGPT,NLP,13328,07,Asia,Education,Enterprise
DALL-E,Text-to-Image,10428,01,Africa,Education,Individual
DALL-E,Text-to-Image,12073,01,North America,Healthcare,SMB
DALL-E,Generative AI,26889,08,North America,Education,SMB
